"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2018","2018",237,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE0","0 anni e più","2018","2018",17.4,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2018","2018",11.8,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2018","2018",1326,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE0","0 anni e più","2018","2018",43.6,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2018","2018",3.5,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2018","2018",3.3,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE0","0 anni e più","2018","2018",68.9,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2018","2018",3,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2018","2018",2300,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y0-14","0-14 anni","2018","2018",0,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2018","2018",19.4,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2018","2018",83,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2018","2018",944,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2018","2018",208,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2018","2018",14.5,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE0","0 anni e più","2018","2018",16.4,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2018","2018",68.5,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2018","2018",20,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2018","2018",128,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2018","2018",131,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2018","2018",9,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","1","maschi","Y_GE0","0 anni e più","2018","2018",5115,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2018","2018",1883,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2018","2018",4,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2018","2018",10.8,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE0","0 anni e più","2018","2018",46.9,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2018","2018",165,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2018","2018",9,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2018","2018",27.9,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2018","2018",188,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2018","2018",12.4,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2018","2018",104,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2018","2018",706,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y0-14","0-14 anni","2018","2018",0.3,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y0-14","0-14 anni","2018","2018",0,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2018","2018",40,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2018","2018",78,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2018","2018",5.5,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2018","2018",57.9,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2018","2018",561,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2018","2018",156,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2018","2018",78.2,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2018","2018",125,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2018","2018",3,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2018","2018",80,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2018","2018",55.6,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2018","2018",4.8,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2018","2018",57.6,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2018","2018",79.9,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2018","2018",12.7,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2018","2018",1287,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","9","totale","Y_GE0","0 anni e più","2018","2018",2755,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2018","2018",0,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2018","2018",1161,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","2","femmine","Y0-14","0-14 anni","2018","2018",12,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y0-14","0-14 anni","2018","2018",79.5,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2018","2018",3.7,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2018","2018",1,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2018","2018",599,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2018","2018",0,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","1","maschi","Y0-14","0-14 anni","2018","2018",0,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2018","2018",44.7,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","9","totale","Y0-14","0-14 anni","2018","2018",188,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2018","2018",0.9,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2018","2018",407,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y18-19","18-19 anni","2018","2018",0.6,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2018","2018",147,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2018","2018",8.4,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2018","2018",42,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2018","2018",3218,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2018","2018",0.2,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2018","2018",525,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y0-14","0-14 anni","2018","2018",0.2,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2018","2018",150,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2018","2018",24,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2018","2018",14,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y18-19","18-19 anni","2018","2018",0.5,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2018","2018",2.9,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","9","totale","Y0-14","0-14 anni","2018","2018",70,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","1","maschi","Y_GE0","0 anni e più","2018","2018",3090,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2018","2018",1.6,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2018","2018",7,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2018","2018",3.5,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2018","2018",494,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2018","2018",3.1,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y0-14","0-14 anni","2018","2018",0.2,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","2","femmine","Y0-14","0-14 anni","2018","2018",16,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE0","0 anni e più","2018","2018",5.6,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2018","2018",0.8,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2018","2018",1407,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2018","2018",18.8,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2018","2018",1065,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","1","maschi","Y15-17","15-17 anni","2018","2018",134,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2018","2018",1.4,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2018","2018",65,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","2","femmine","Y_GE0","0 anni e più","2018","2018",796,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2018","2018",22,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","1","maschi","Y15-17","15-17 anni","2018","2018",4,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y15-17","15-17 anni","2018","2018",78.9,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2018","2018",0.6,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2018","2018",20.8,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2018","2018",2,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2018","2018",3.7,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2018","2018",301,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2018","2018",62,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2018","2018",37.7,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","1","maschi","Y_GE0","0 anni e più","2018","2018",1771,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2018","2018",2,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y0-14","0-14 anni","2018","2018",79.4,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2018","2018",51,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","9","totale","Y0-14","0-14 anni","2018","2018",19,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2018","2018",7.6,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2018","2018",0.4,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2018","2018",213,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2018","2018",651,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2018","2018",363,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y18-19","18-19 anni","2018","2018",0,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2018","2018",3.2,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","2","femmine","Y0-14","0-14 anni","2018","2018",0,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2018","2018",0.2,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE0","0 anni e più","2018","2018",40.8,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2018","2018",72.9,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2018","2018",1324,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2018","2018",3,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2018","2018",226,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2018","2018",0.4,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","2","femmine","Y_GE0","0 anni e più","2018","2018",13464,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2018","2018",830,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2018","2018",39,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2018","2018",353,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2018","2018",1653,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2018","2018",1.8,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2018","2018",89.4,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2018","2018",42.2,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2018","2018",5906,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2018","2018",1128,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2018","2018",4,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2018","2018",4,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2018","2018",6684,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2018","2018",7.5,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2018","2018",34.5,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2018","2018",79.8,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2018","2018",1,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","1","maschi","Y0-14","0-14 anni","2018","2018",0,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2018","2018",36.9,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2018","2018",4,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","2","femmine","Y_GE0","0 anni e più","2018","2018",5807,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2018","2018",408,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2018","2018",126,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y0-14","0-14 anni","2018","2018",0,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2018","2018",65.1,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2018","2018",49,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2018","2018",5917,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2018","2018",16,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2018","2018",74.7,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","9","totale","Y_GE0","0 anni e più","2018","2018",3355,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2018","2018",49.2,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2018","2018",31,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","9","totale","Y0-14","0-14 anni","2018","2018",18,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2018","2018",5.9,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2018","2018",40.4,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","1","maschi","Y0-14","0-14 anni","2018","2018",114,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2018","2018",2809,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2018","2018",1298,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2018","2018",6.7,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2018","2018",0.8,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2018","2018",2,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2018","2018",128,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2018","2018",2.5,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2018","2018",17.8,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2018","2018",12,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2018","2018",21,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE0","0 anni e più","2018","2018",17.3,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y0-14","0-14 anni","2018","2018",6.4,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2018","2018",0.3,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2018","2018",386,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2018","2018",40,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2018","2018",5.4,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","1","maschi","Y_GE0","0 anni e più","2018","2018",5203,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2018","2018",5,,
